# Dreambuilder, mtg, random mods

bakedclay:magenta_cube 118 93 119
bakedclay:magenta_doublepanel 118 93 119
bakedclay:magenta_halfstair 118 93 119
bakedclay:magenta_innerstair 118 93 119
bakedclay:magenta_micropanel 118 93 119
bakedclay:magenta_microslab 118 93 119
bakedclay:magenta_nanoslab 118 93 119
bakedclay:magenta_outerstair 118 93 119
bakedclay:magenta_panel 118 93 119
bakedclay:magenta_technic_cnc_cylinder 117 92 118
bakedclay:magenta_technic_cnc_cylinder_horizontal 117 92 118
bakedclay:magenta_technic_cnc_element_cross 117 92 118
bakedclay:magenta_technic_cnc_element_cross_double 117 92 118
bakedclay:magenta_technic_cnc_element_edge 117 92 118
bakedclay:magenta_technic_cnc_element_edge_double 117 92 118
bakedclay:magenta_technic_cnc_element_end 117 92 118
bakedclay:magenta_technic_cnc_element_end_double 117 92 118
bakedclay:magenta_technic_cnc_element_straight 117 92 118
bakedclay:magenta_technic_cnc_element_straight_double 117 92 118
bakedclay:magenta_technic_cnc_element_t 117 92 118
bakedclay:magenta_technic_cnc_element_t_double 117 92 118
bakedclay:magenta_technic_cnc_oblate_spheroid 117 92 118
bakedclay:magenta_technic_cnc_onecurvededge 117 92 118
bakedclay:magenta_technic_cnc_pyramid 117 92 118
bakedclay:magenta_technic_cnc_slope 117 92 118
bakedclay:magenta_technic_cnc_slope_edge 117 92 118
bakedclay:magenta_technic_cnc_slope_edge_upsdown 117 92 118
bakedclay:magenta_technic_cnc_slope_inner_edge 117 92 118
bakedclay:magenta_technic_cnc_slope_inner_edge_upsdown 117 92 118
bakedclay:magenta_technic_cnc_slope_lying 117 92 118
bakedclay:magenta_technic_cnc_slope_upsdown 117 92 118
bakedclay:magenta_technic_cnc_sphere 117 92 118
bakedclay:magenta_technic_cnc_spike 117 92 118
bakedclay:magenta_technic_cnc_stick 117 92 118
bakedclay:magenta_technic_cnc_twocurvededge 117 92 118
bakedclay:magenta_thinstair 118 93 119
bakedclay:mannagrass 51 85 8
bakedclay:micro_baked_clay_black 32 32 32
bakedclay:micro_baked_clay_black_1 32 32 32
bakedclay:micro_baked_clay_black_12 32 32 32
bakedclay:micro_baked_clay_black_14 32 32 32
bakedclay:micro_baked_clay_black_15 32 32 32
bakedclay:micro_baked_clay_black_2 32 32 32
bakedclay:micro_baked_clay_black_4 32 32 32
bakedclay:micro_baked_clay_blue 59 68 93
bakedclay:micro_baked_clay_blue_1 59 68 93
bakedclay:micro_baked_clay_blue_12 59 68 93
bakedclay:micro_baked_clay_blue_14 59 68 93
bakedclay:micro_baked_clay_blue_15 59 68 93
bakedclay:micro_baked_clay_blue_2 59 68 93
bakedclay:micro_baked_clay_blue_4 59 68 93
bakedclay:micro_baked_clay_brown 48 39 31
bakedclay:micro_baked_clay_brown_1 48 39 31
bakedclay:micro_baked_clay_brown_12 48 39 31
bakedclay:micro_baked_clay_brown_14 48 39 31
bakedclay:micro_baked_clay_brown_15 48 39 31
bakedclay:micro_baked_clay_brown_2 48 39 31
bakedclay:micro_baked_clay_brown_4 48 39 31
bakedclay:micro_baked_clay_cyan 60 96 100
bakedclay:micro_baked_clay_cyan_1 60 96 100
bakedclay:micro_baked_clay_cyan_12 60 96 100
bakedclay:micro_baked_clay_cyan_14 60 96 100
bakedclay:micro_baked_clay_cyan_15 60 96 100
bakedclay:micro_baked_clay_cyan_2 60 96 100
bakedclay:micro_baked_clay_cyan_4 60 96 100
bakedclay:micro_baked_clay_dark_green 45 70 42
bakedclay:micro_baked_clay_dark_green_1 45 70 42
bakedclay:micro_baked_clay_dark_green_12 45 70 42
bakedclay:micro_baked_clay_dark_green_14 45 70 42
bakedclay:micro_baked_clay_dark_green_15 45 70 42
bakedclay:micro_baked_clay_dark_green_2 45 70 42
bakedclay:micro_baked_clay_dark_green_4 45 70 42
bakedclay:micro_baked_clay_dark_grey 64 64 64
bakedclay:micro_baked_clay_dark_grey_1 64 64 64
bakedclay:micro_baked_clay_dark_grey_12 64 64 64
bakedclay:micro_baked_clay_dark_grey_14 64 64 64
bakedclay:micro_baked_clay_dark_grey_15 64 64 64
bakedclay:micro_baked_clay_dark_grey_2 64 64 64
bakedclay:micro_baked_clay_dark_grey_4 64 64 64
bakedclay:micro_baked_clay_green 93 112 70
bakedclay:micro_baked_clay_green_1 93 112 70
bakedclay:micro_baked_clay_green_12 93 112 70
bakedclay:micro_baked_clay_green_14 93 112 70
bakedclay:micro_baked_clay_green_15 93 112 70
bakedclay:micro_baked_clay_green_2 93 112 70
bakedclay:micro_baked_clay_green_4 93 112 70
bakedclay:micro_baked_clay_grey 150 148 149
bakedclay:micro_baked_clay_grey_1 150 148 149
bakedclay:micro_baked_clay_grey_12 150 148 149
bakedclay:micro_baked_clay_grey_14 150 148 149
bakedclay:micro_baked_clay_grey_15 150 148 149
bakedclay:micro_baked_clay_grey_2 150 148 149
bakedclay:micro_baked_clay_grey_4 150 148 149
bakedclay:micro_baked_clay_magenta 118 93 119
bakedclay:micro_baked_clay_magenta_1 118 93 119
bakedclay:micro_baked_clay_magenta_12 118 93 119
bakedclay:micro_baked_clay_magenta_14 118 93 119
bakedclay:micro_baked_clay_magenta_15 118 93 119
bakedclay:micro_baked_clay_magenta_2 118 93 119
bakedclay:micro_baked_clay_magenta_4 118 93 119
bakedclay:micro_baked_clay_natural 229 216 179
bakedclay:micro_baked_clay_natural_1 229 216 179
bakedclay:micro_baked_clay_natural_12 229 216 179
bakedclay:micro_baked_clay_natural_14 229 216 179
bakedclay:micro_baked_clay_natural_15 229 216 179
bakedclay:micro_baked_clay_natural_2 229 216 179
bakedclay:micro_baked_clay_natural_4 229 216 179
bakedclay:micro_baked_clay_orange 154 116 75
bakedclay:micro_baked_clay_orange_1 154 116 75
bakedclay:micro_baked_clay_orange_12 154 116 75
bakedclay:micro_baked_clay_orange_14 154 116 75
bakedclay:micro_baked_clay_orange_15 154 116 75
bakedclay:micro_baked_clay_orange_2 154 116 75
bakedclay:micro_baked_clay_orange_4 154 116 75
bakedclay:micro_baked_clay_pink 183 150 160
bakedclay:micro_baked_clay_pink_1 183 150 160
bakedclay:micro_baked_clay_pink_12 183 150 160
bakedclay:micro_baked_clay_pink_14 183 150 160
bakedclay:micro_baked_clay_pink_15 183 150 160
bakedclay:micro_baked_clay_pink_2 183 150 160
bakedclay:micro_baked_clay_pink_4 183 150 160
bakedclay:micro_baked_clay_red 107 54 53
bakedclay:micro_baked_clay_red_1 107 54 53
bakedclay:micro_baked_clay_red_12 107 54 53
bakedclay:micro_baked_clay_red_14 107 54 53
bakedclay:micro_baked_clay_red_15 107 54 53
bakedclay:micro_baked_clay_red_2 107 54 53
bakedclay:micro_baked_clay_red_4 107 54 53
bakedclay:micro_baked_clay_violet 70 52 83
bakedclay:micro_baked_clay_violet_1 70 52 83
bakedclay:micro_baked_clay_violet_12 70 52 83
bakedclay:micro_baked_clay_violet_14 70 52 83
bakedclay:micro_baked_clay_violet_15 70 52 83
bakedclay:micro_baked_clay_violet_2 70 52 83
bakedclay:micro_baked_clay_violet_4 70 52 83
bakedclay:micro_baked_clay_white 231 223 225
bakedclay:micro_baked_clay_white_1 231 223 225
bakedclay:micro_baked_clay_white_12 231 223 225
bakedclay:micro_baked_clay_white_14 231 223 225
bakedclay:micro_baked_clay_white_15 231 223 225
bakedclay:micro_baked_clay_white_2 231 223 225
bakedclay:micro_baked_clay_white_4 231 223 225
bakedclay:micro_baked_clay_yellow 155 136 75
bakedclay:micro_baked_clay_yellow_1 155 136 75
bakedclay:micro_baked_clay_yellow_12 155 136 75
bakedclay:micro_baked_clay_yellow_14 155 136 75
bakedclay:micro_baked_clay_yellow_15 155 136 75
bakedclay:micro_baked_clay_yellow_2 155 136 75
bakedclay:micro_baked_clay_yellow_4 155 136 75
bakedclay:natural 229 216 179
bakedclay:natural_technic_cnc_cylinder 229 216 179
bakedclay:natural_technic_cnc_cylinder_horizontal 229 216 179
bakedclay:natural_technic_cnc_element_cross 229 216 179
bakedclay:natural_technic_cnc_element_cross_double 229 216 179
bakedclay:natural_technic_cnc_element_edge 229 216 179
bakedclay:natural_technic_cnc_element_edge_double 229 216 179
bakedclay:natural_technic_cnc_element_end 229 216 179
bakedclay:natural_technic_cnc_element_end_double 229 216 179
bakedclay:natural_technic_cnc_element_straight 229 216 179
bakedclay:natural_technic_cnc_element_straight_double 229 216 179
bakedclay:natural_technic_cnc_element_t 229 216 179
bakedclay:natural_technic_cnc_element_t_double 229 216 179
bakedclay:natural_technic_cnc_oblate_spheroid 229 216 179
bakedclay:natural_technic_cnc_onecurvededge 229 216 179
bakedclay:natural_technic_cnc_pyramid 229 216 179
bakedclay:natural_technic_cnc_slope 229 216 179
bakedclay:natural_technic_cnc_slope_edge 229 216 179
bakedclay:natural_technic_cnc_slope_edge_upsdown 229 216 179
bakedclay:natural_technic_cnc_slope_inner_edge 229 216 179
bakedclay:natural_technic_cnc_slope_inner_edge_upsdown 229 216 179
bakedclay:natural_technic_cnc_slope_lying 229 216 179
bakedclay:natural_technic_cnc_slope_upsdown 229 216 179
bakedclay:natural_technic_cnc_sphere 229 216 179
bakedclay:natural_technic_cnc_spike 229 216 179
bakedclay:natural_technic_cnc_stick 229 216 179
bakedclay:natural_technic_cnc_twocurvededge 229 216 179
bakedclay:orange 155 117 76
bakedclay:orange_cube 154 116 75
bakedclay:orange_doublepanel 154 116 75
bakedclay:orange_halfstair 154 116 75
bakedclay:orange_innerstair 154 116 75
bakedclay:orange_micropanel 154 116 75
bakedclay:orange_microslab 154 116 75
bakedclay:orange_nanoslab 154 116 75
bakedclay:orange_outerstair 154 116 75
bakedclay:orange_panel 154 116 75
bakedclay:orange_technic_cnc_cylinder 154 116 74
bakedclay:orange_technic_cnc_cylinder_horizontal 154 116 74
bakedclay:orange_technic_cnc_element_cross 154 116 74
bakedclay:orange_technic_cnc_element_cross_double 154 116 74
bakedclay:orange_technic_cnc_element_edge 154 116 74
bakedclay:orange_technic_cnc_element_edge_double 154 116 74
bakedclay:orange_technic_cnc_element_end 154 116 74
bakedclay:orange_technic_cnc_element_end_double 154 116 74
bakedclay:orange_technic_cnc_element_straight 154 116 74
bakedclay:orange_technic_cnc_element_straight_double 154 116 74
bakedclay:orange_technic_cnc_element_t 154 116 74
bakedclay:orange_technic_cnc_element_t_double 154 116 74
bakedclay:orange_technic_cnc_oblate_spheroid 154 116 74
bakedclay:orange_technic_cnc_onecurvededge 154 116 74
bakedclay:orange_technic_cnc_pyramid 154 116 74
bakedclay:orange_technic_cnc_slope 154 116 74
bakedclay:orange_technic_cnc_slope_edge 154 116 74
bakedclay:orange_technic_cnc_slope_edge_upsdown 154 116 74
bakedclay:orange_technic_cnc_slope_inner_edge 154 116 74
bakedclay:orange_technic_cnc_slope_inner_edge_upsdown 154 116 74
bakedclay:orange_technic_cnc_slope_lying 154 116 74
bakedclay:orange_technic_cnc_slope_upsdown 154 116 74
bakedclay:orange_technic_cnc_sphere 154 116 74
bakedclay:orange_technic_cnc_spike 154 116 74
bakedclay:orange_technic_cnc_stick 154 116 74
bakedclay:orange_technic_cnc_twocurvededge 154 116 74
bakedclay:orange_thinstair 154 116 75
bakedclay:panel_baked_clay_black 32 32 32
bakedclay:panel_baked_clay_black_1 32 32 32
bakedclay:panel_baked_clay_black_12 32 32 32
bakedclay:panel_baked_clay_black_14 32 32 32
bakedclay:panel_baked_clay_black_15 32 32 32
bakedclay:panel_baked_clay_black_2 32 32 32
bakedclay:panel_baked_clay_black_4 32 32 32
bakedclay:panel_baked_clay_blue 59 68 93
bakedclay:panel_baked_clay_blue_1 59 68 93
bakedclay:panel_baked_clay_blue_12 59 68 93
bakedclay:panel_baked_clay_blue_14 59 68 93
bakedclay:panel_baked_clay_blue_15 59 68 93
bakedclay:panel_baked_clay_blue_2 59 68 93
bakedclay:panel_baked_clay_blue_4 59 68 93
bakedclay:panel_baked_clay_brown 48 39 31
bakedclay:panel_baked_clay_brown_1 48 39 31
bakedclay:panel_baked_clay_brown_12 48 39 31
bakedclay:panel_baked_clay_brown_14 48 39 31
bakedclay:panel_baked_clay_brown_15 48 39 31
bakedclay:panel_baked_clay_brown_2 48 39 31
bakedclay:panel_baked_clay_brown_4 48 39 31
bakedclay:panel_baked_clay_cyan 60 96 100
bakedclay:panel_baked_clay_cyan_1 60 96 100
bakedclay:panel_baked_clay_cyan_12 60 96 100
bakedclay:panel_baked_clay_cyan_14 60 96 100
bakedclay:panel_baked_clay_cyan_15 60 96 100
bakedclay:panel_baked_clay_cyan_2 60 96 100
bakedclay:panel_baked_clay_cyan_4 60 96 100
bakedclay:panel_baked_clay_dark_green 45 70 42
bakedclay:panel_baked_clay_dark_green_1 45 70 42
bakedclay:panel_baked_clay_dark_green_12 45 70 42
bakedclay:panel_baked_clay_dark_green_14 45 70 42
bakedclay:panel_baked_clay_dark_green_15 45 70 42
bakedclay:panel_baked_clay_dark_green_2 45 70 42
bakedclay:panel_baked_clay_dark_green_4 45 70 42
bakedclay:panel_baked_clay_dark_grey 64 64 64
bakedclay:panel_baked_clay_dark_grey_1 64 64 64
bakedclay:panel_baked_clay_dark_grey_12 64 64 64
bakedclay:panel_baked_clay_dark_grey_14 64 64 64
bakedclay:panel_baked_clay_dark_grey_15 64 64 64
bakedclay:panel_baked_clay_dark_grey_2 64 64 64
bakedclay:panel_baked_clay_dark_grey_4 64 64 64
bakedclay:panel_baked_clay_green 93 112 70
bakedclay:panel_baked_clay_green_1 93 112 70
bakedclay:panel_baked_clay_green_12 93 112 70
bakedclay:panel_baked_clay_green_14 93 112 70
bakedclay:panel_baked_clay_green_15 93 112 70
bakedclay:panel_baked_clay_green_2 93 112 70
bakedclay:panel_baked_clay_green_4 93 112 70
bakedclay:panel_baked_clay_grey 150 148 149
bakedclay:panel_baked_clay_grey_1 150 148 149
bakedclay:panel_baked_clay_grey_12 150 148 149
bakedclay:panel_baked_clay_grey_14 150 148 149
bakedclay:panel_baked_clay_grey_15 150 148 149
bakedclay:panel_baked_clay_grey_2 150 148 149
bakedclay:panel_baked_clay_grey_4 150 148 149
bakedclay:panel_baked_clay_magenta 118 93 119
bakedclay:panel_baked_clay_magenta_1 118 93 119
bakedclay:panel_baked_clay_magenta_12 118 93 119
bakedclay:panel_baked_clay_magenta_14 118 93 119
bakedclay:panel_baked_clay_magenta_15 118 93 119
bakedclay:panel_baked_clay_magenta_2 118 93 119
bakedclay:panel_baked_clay_magenta_4 118 93 119
bakedclay:panel_baked_clay_natural 229 216 179
bakedclay:panel_baked_clay_natural_1 229 216 179
bakedclay:panel_baked_clay_natural_12 229 216 179
bakedclay:panel_baked_clay_natural_14 229 216 179
bakedclay:panel_baked_clay_natural_15 229 216 179
bakedclay:panel_baked_clay_natural_2 229 216 179
bakedclay:panel_baked_clay_natural_4 229 216 179
bakedclay:panel_baked_clay_orange 154 116 75
bakedclay:panel_baked_clay_orange_1 154 116 75
bakedclay:panel_baked_clay_orange_12 154 116 75
bakedclay:panel_baked_clay_orange_14 154 116 75
bakedclay:panel_baked_clay_orange_15 154 116 75
bakedclay:panel_baked_clay_orange_2 154 116 75
bakedclay:panel_baked_clay_orange_4 154 116 75
bakedclay:panel_baked_clay_pink 183 150 160
bakedclay:panel_baked_clay_pink_1 183 150 160
bakedclay:panel_baked_clay_pink_12 183 150 160
bakedclay:panel_baked_clay_pink_14 183 150 160
bakedclay:panel_baked_clay_pink_15 183 150 160
bakedclay:panel_baked_clay_pink_2 183 150 160
bakedclay:panel_baked_clay_pink_4 183 150 160
bakedclay:panel_baked_clay_red 107 54 53
bakedclay:panel_baked_clay_red_1 107 54 53
bakedclay:panel_baked_clay_red_12 107 54 53
bakedclay:panel_baked_clay_red_14 107 54 53
bakedclay:panel_baked_clay_red_15 107 54 53
bakedclay:panel_baked_clay_red_2 107 54 53
bakedclay:panel_baked_clay_red_4 107 54 53
bakedclay:panel_baked_clay_violet 70 52 83
bakedclay:panel_baked_clay_violet_1 70 52 83
bakedclay:panel_baked_clay_violet_12 70 52 83
bakedclay:panel_baked_clay_violet_14 70 52 83
bakedclay:panel_baked_clay_violet_15 70 52 83
bakedclay:panel_baked_clay_violet_2 70 52 83
bakedclay:panel_baked_clay_violet_4 70 52 83
bakedclay:panel_baked_clay_white 231 223 225
bakedclay:panel_baked_clay_white_1 231 223 225
bakedclay:panel_baked_clay_white_12 231 223 225
bakedclay:panel_baked_clay_white_14 231 223 225
bakedclay:panel_baked_clay_white_15 231 223 225
bakedclay:panel_baked_clay_white_2 231 223 225
bakedclay:panel_baked_clay_white_4 231 223 225
bakedclay:panel_baked_clay_yellow 155 136 75
bakedclay:panel_baked_clay_yellow_1 155 136 75
bakedclay:panel_baked_clay_yellow_12 155 136 75
bakedclay:panel_baked_clay_yellow_14 155 136 75
bakedclay:panel_baked_clay_yellow_15 155 136 75
bakedclay:panel_baked_clay_yellow_2 155 136 75
bakedclay:panel_baked_clay_yellow_4 155 136 75
bakedclay:pink 183 150 160
bakedclay:pink_cube 183 150 160
bakedclay:pink_doublepanel 183 150 160
bakedclay:pink_halfstair 183 150 160
bakedclay:pink_innerstair 183 150 160
bakedclay:pink_micropanel 183 150 160
bakedclay:pink_microslab 183 150 160
bakedclay:pink_nanoslab 183 150 160
bakedclay:pink_outerstair 183 150 160
bakedclay:pink_panel 183 150 160
bakedclay:pink_technic_cnc_cylinder 183 150 160
bakedclay:pink_technic_cnc_cylinder_horizontal 183 150 160
bakedclay:pink_technic_cnc_element_cross 183 150 160
bakedclay:pink_technic_cnc_element_cross_double 183 150 160
bakedclay:pink_technic_cnc_element_edge 183 150 160
bakedclay:pink_technic_cnc_element_edge_double 183 150 160
bakedclay:pink_technic_cnc_element_end 183 150 160
bakedclay:pink_technic_cnc_element_end_double 183 150 160
bakedclay:pink_technic_cnc_element_straight 183 150 160
bakedclay:pink_technic_cnc_element_straight_double 183 150 160
bakedclay:pink_technic_cnc_element_t 183 150 160
bakedclay:pink_technic_cnc_element_t_double 183 150 160
bakedclay:pink_technic_cnc_oblate_spheroid 183 150 160
bakedclay:pink_technic_cnc_onecurvededge 183 150 160
bakedclay:pink_technic_cnc_pyramid 183 150 160
bakedclay:pink_technic_cnc_slope 183 150 160
bakedclay:pink_technic_cnc_slope_edge 183 150 160
bakedclay:pink_technic_cnc_slope_edge_upsdown 183 150 160
bakedclay:pink_technic_cnc_slope_inner_edge 183 150 160
bakedclay:pink_technic_cnc_slope_inner_edge_upsdown 183 150 160
bakedclay:pink_technic_cnc_slope_lying 183 150 160
bakedclay:pink_technic_cnc_slope_upsdown 183 150 160
bakedclay:pink_technic_cnc_sphere 183 150 160
bakedclay:pink_technic_cnc_spike 183 150 160
bakedclay:pink_technic_cnc_stick 183 150 160
bakedclay:pink_technic_cnc_twocurvededge 183 150 160
bakedclay:pink_thinstair 183 150 160
bakedclay:red 107 55 54
bakedclay:red_cube 107 54 53
bakedclay:red_doublepanel 107 54 53
bakedclay:red_halfstair 107 54 53
bakedclay:red_innerstair 107 54 53
bakedclay:red_micropanel 107 54 53
bakedclay:red_microslab 107 54 53
bakedclay:red_nanoslab 107 54 53
bakedclay:red_outerstair 107 54 53
bakedclay:red_panel 107 54 53
bakedclay:red_technic_cnc_cylinder 106 53 52
bakedclay:red_technic_cnc_cylinder_horizontal 106 53 52
bakedclay:red_technic_cnc_element_cross 106 53 52
bakedclay:red_technic_cnc_element_cross_double 106 53 52
bakedclay:red_technic_cnc_element_edge 106 53 52
bakedclay:red_technic_cnc_element_edge_double 106 53 52
bakedclay:red_technic_cnc_element_end 106 53 52
bakedclay:red_technic_cnc_element_end_double 106 53 52
bakedclay:red_technic_cnc_element_straight 106 53 52
bakedclay:red_technic_cnc_element_straight_double 106 53 52
bakedclay:red_technic_cnc_element_t 106 53 52
bakedclay:red_technic_cnc_element_t_double 106 53 52
bakedclay:red_technic_cnc_oblate_spheroid 106 53 52
bakedclay:red_technic_cnc_onecurvededge 106 53 52
bakedclay:red_technic_cnc_pyramid 106 53 52
bakedclay:red_technic_cnc_slope 106 53 52
bakedclay:red_technic_cnc_slope_edge 106 53 52
bakedclay:red_technic_cnc_slope_edge_upsdown 106 53 52
bakedclay:red_technic_cnc_slope_inner_edge 106 53 52
bakedclay:red_technic_cnc_slope_inner_edge_upsdown 106 53 52
bakedclay:red_technic_cnc_slope_lying 106 53 52
bakedclay:red_technic_cnc_slope_upsdown 106 53 52
bakedclay:red_technic_cnc_sphere 106 53 52
bakedclay:red_technic_cnc_spike 106 53 52
bakedclay:red_technic_cnc_stick 106 53 52
bakedclay:red_technic_cnc_twocurvededge 106 53 52
bakedclay:red_thinstair 107 54 53
bakedclay:slab_baked_clay_black 32 32 32
bakedclay:slab_baked_clay_black_1 32 32 32
bakedclay:slab_baked_clay_black_14 32 32 32
bakedclay:slab_baked_clay_black_15 32 32 32
bakedclay:slab_baked_clay_black_2 32 32 32
bakedclay:slab_baked_clay_black_quarter 32 32 32
bakedclay:slab_baked_clay_black_three_quarter 32 32 32
bakedclay:slab_baked_clay_black_three_sides 32 32 32
bakedclay:slab_baked_clay_black_three_sides_u 32 32 32
bakedclay:slab_baked_clay_black_two_sides 32 32 32
bakedclay:slab_baked_clay_blue 59 68 93
bakedclay:slab_baked_clay_blue_1 59 68 93
bakedclay:slab_baked_clay_blue_14 59 68 93
bakedclay:slab_baked_clay_blue_15 59 68 93
bakedclay:slab_baked_clay_blue_2 59 68 93
bakedclay:slab_baked_clay_blue_quarter 59 68 93
bakedclay:slab_baked_clay_blue_three_quarter 59 68 93
bakedclay:slab_baked_clay_blue_three_sides 59 68 93
bakedclay:slab_baked_clay_blue_three_sides_u 59 68 93
bakedclay:slab_baked_clay_blue_two_sides 59 68 93
bakedclay:slab_baked_clay_brown 48 39 31
bakedclay:slab_baked_clay_brown_1 48 39 31
bakedclay:slab_baked_clay_brown_14 48 39 31
bakedclay:slab_baked_clay_brown_15 48 39 31
bakedclay:slab_baked_clay_brown_2 48 39 31
bakedclay:slab_baked_clay_brown_quarter 48 39 31
